code,name,street,zip,city,country,website,logo_url,sortOrder
0398,Dieter Kirsch Kirsch Whisky - The House of Whiskies,Schnepker Straße 32,D-28857,Syke,Deutschland,http://www.kirschwhisky.de,,10
0399,Dimpfl Bräu Strauß KG,Bräuhausstraße 34,D-93437,Furth im Wald,Deutschland,http://www.dimpfl-bier.de,,10
0400,Dinkelacker-Schwaben Bräu GmbH & Co. KG,Tübinger Straße 46,D-70178,Stuttgart,Deutschland,http://www.familienbrauerei-dinkelacker.de,,10
0401,Distelhäuser Brauerei Ernst Bauer GmbH & Co. KG,Grünsfelder Straße 3,D-97941,Tauberbischofsheim,Deutschland,http://www.distelhaeuser.de,,10
0402,Dithmarscher Brauerei Karl Hintz Isebrand Brennerei GmbH & Co. KG,Üsterstraße 18,D-25709,Marne (Holstein),Deutschland,http://www.dithmarscher.de,,10
0403,Ditzinger Wichtel GmbH & Co. KG,Korntaler Straße 4,D-71254,Ditzingen,Deutschland,http://www.wichtel.de,,10
0404,DIVARINI GmbH & Co. KG,Salzstraße 94,D-74076,Heilbronn,Deutschland,,,10
0405,Diversa Spezialitäten GmbH,Hubert-Underberg-Allee 1,D-47495,Rheinberg,Deutschland,http://www.diversa-spez.de,,10
0406,Döhler GmbH,Riedstraße,D-64295,Darmstadt,Deutschland,http://www.doehler.de,,10
0407,Dolomiti Alpenfeinkost GmbH Italien,Verdiplatz 43,I-39100,Bozen,Italien,http://www.dolomiti-alpenfeinkost.com,,10
0408,Dom-Brauerei GmbH,Alteburger Straße 145-155,D-50968,Köln,Deutschland,http://www.dom-koelsch.de,,10
0409,Doornkaat AG,Ritterstraße 7,D-49740,Haselünne,Deutschland,,,10
0410,Dorn Bräu Ammerndorf,Marktplatz 1-2,D-90614,Ammerndorf,Deutschland,http://www.ammerndorfer-bier.de,,10
0411,Dortmunder Actien-Brauerei Aktiengesellschaft,Steigerstraße 20,D-44145,Dortmund,Deutschland,http://www.dab.de,,10
0412,Dovgan GmbH AUTHENTISCHE KÜCHE,Zinkhüttenweg 6,D-22113,Hamburg,Deutschland,http://www.dovgan.de,,10
0413,Dr Pepper Snapple Group; Inc,5301 Legacy Drive,US-75024,Plano; Texas,USA,http://www.drpeppersnapplegroup.com,,10
0414,Drinks & Food Vertriebs-GmbH,Köpnicker Straße 1,D-06895,Zahna-Elster,Deutschland,http://www.drinksfood.de,,10
0415,Drinks & More GmbH & Co. KG,Hagener Straße 261,D-57223,Kreuztal,Deutschland,http://www.drinks-and-more.com,,10
0416,Drinks Union Deutschland GmbH,Ahornallee 1,D-99428,Weimar-Legefeld,Deutschland,https://www.drinksunion.de,,10
0417,DrinkStar GmbH,Äußere Oberaustraße 36/5,D-83026,Rosenheim,Deutschland,https://www.drinkstar.de,,10
0418,Duckstein GmbH,Holstenstraße 224,D-22765,Hamburg,Deutschland,http://www.duckstein.de,,10
0419,Duff Beer UG,Thüringer Straße 19,D-37269,Eschwege,Deutschland,,,10
0420,Duphorn & Franke GmbH & Co. KG,Schloßstraße 28-31,D-39240,Calbe/Saale,Deutschland,http://www.duphorn-franke.de,,10
0421,Durbacher Winzergenossenschaft eG,Nachtweide 2,D-77770,Durbach,Deutschland,http://www.durbacher.de,,10
0422,Düsseldorfer Privatbrauerei Frankenheim GmbH & Co. KG,Wielandstraße 12,D-40211,Düsseldorf,Deutschland,http://www.frankenheim.de,,10
0423,DUVEL MOORTGAT USA; LTD.,21 Railroad Avenue,US-13326,Cooperstown; New York,USA,http://www.duvel.com,,10
0424,E. Remy Martin & C°,20 Rue De La Scciete Vinicole,F-16100,Cognac,Frankreich,http://www.remymartin.com,,10
0425,Eberstädter Mineralbrunnen,Talstraße 20,D-74246,Eberstadt (Württemberg),Deutschland,http://www.eberstädter-mineralbrunnen.de,,10
0426,Ebner Fruchtsäfte GmbH,Im Kies 9,D-79771,Klettgau,Deutschland,http://www.ebner-fruchtsaefte.de,,10
0427,Eckes-Granini Deutschland GmbH,Ludwig-Eckes-Platz 1,D-55268,Nieder-Olm,Deutschland,http://www.eckes-granini.de,,10
0428,Edel-Kornbrennerei und Likörfabrik Schmittmann GmbH,Niederkasseler Straße 106,D-40547,Düsseldorf,Deutschland,http://www.schmittmann-korn.de,,10
0429,Edelbrände Senft GmbH & Co. KG,Dorfbachstraße 10,D-88682,Salem (Baden),Deutschland,http://www.edelbraende-senft.de,,10
0430,Edelbrennerei & Mosterei Henninger,Wippenau 2,D-91604,Flachslanden,Deutschland,http://www.edelbrennerei-henninger.de,,10
0431,Edelbrennerei Gierer,Auf der Egg 1,D-88131,Bodolz,Deutschland,http://www.gierer.li,,10
0432,Edelkorn-Brennerei Jos. Rosche (GmbH & Co. KG),Neustadtstraße 35-38,D-49740,Haselünne,Deutschland,http://www.rosche.de,,10
0433,Edelobstbrennerei Gerhard Wössner,Reint 1,D-78733,Aichhalden,Deutschland,http://www.edelobstbrennerei-woessner.de,,10
0434,Edelweißbrauerei Farny e.K.,Hofgut Dürren,D-88353,Kißlegg,Deutschland,http://www.farny.de,,10
0435,Eder & Heylands Brauerei GmbH und Co. KG,Aschaffenburger Straße 3-5,D-63762,Großostheim,Deutschland,http://www.eders.de,,10
0436,EFAG GmbH & Co. KG,Neue Welt 32,D-88471,Laupheim,Deutschland,http://www.efag.com,,10
0437,Eggers & Franke Holding GmbH,Konsul-Smidt-Straße 8 J,D-28217,Bremen,Deutschland,http://www.egfra.de,,10
0438,Eichener Brauerei Gebr. Schweisfurth GmbH,Eichener Straße 40,D-57223,Kreuztal,Deutschland,http://www.eichener.de,,10
0439,Eico-Quelle GmbH & Co. KG,Hengstfelder Straße 33,D-74599,Wallhausen,Deutschland,http://www.eico-quelle.de,,10
0440,EIFEL-Quelle GmbH,Zum Heilbrunnen,D-56656,Brohl-Lützing,Deutschland,http://www.eifel-quelle.de,,10
0441,Einbecker Brauhaus AG,Papenstraße 4-7,D-37574,Einbeck,Deutschland,http://www.einbecker.de,,10
0442,Einig-Zenzen GmbH & Co. KG,Carl-Friedrich-Benz-Straße 8,D-56759,Kaisersesch,Deutschland,http://www.einig-zenzen.de,,10
0443,Einsiedler Brauhaus GmbH,Einsiedler Hauptstraße 144,D-09123,Chemnitz,Deutschland,http://www.einsiedler.de,,10
0444,Eittinger Fischerbräu,St.-Georg-Straße 8,D-85462,Eitting,Deutschland,http://www.eittinger.de,,10
0445,ELKA GmbH Frischsaftherstellung,Siemensstraße 1,D-63303,Dreieich,Deutschland,http://www.elka-gmbh.de,,10
0446,Elztalbrennerei Georg Weis GmbH,Elzstraße 39-41,D-79261,Gutach im Breisgau,Deutschland,http://www.elztalbrennerei.de,,10
0447,EMIG GmbH & Co. KG,Halstenbeker Weg 98,D-25462,Rellingen,Deutschland,http://www.emig.de,,10
0448,Emil Scheibel Schwarzwald-Brennerei GmbH,Grüner Winkel 32,D-77876,Kappelrodeck,Deutschland,http://www.scheibel-brennerei.de,,10
0449,Engelbrauerei Rettenberg Hermann Widenmayer KG,Burgberger Straße 7,D-87549,Rettenberg,Deutschland,http://www.engelbraeu.de,,10
0450,Ensinger Mineral-Heilquellen GmbH,Horrheimer Straße 28-36,D-71665,Vaihingen an der Enz,Deutschland,http://www.ensinger.com,,10
0451,Enzianbrennerei Grassl GmbH & Co. KG,Salzburgerstraße 105,D-83471,Berchtesgaden,Deutschland,http://www.enzian-grassl.de,,10
0452,EOS Getränke GmbH,Birkelstraße 11,D-71384,Weinstadt,Deutschland,http://www.eos-bio.de,,10
0453,Erfrischungsgetränke-Union Kulmbacher Gruppe GmbH,Lichtenfelser Straße 9,D-95326,Kulmbach,Deutschland,http://www.erfrischungsgetraenke-union.com,,10
0454,Ernteband Fruchtsaft GmbH,Marbacher Straße 12,D-71364,Winnenden,Deutschland,http://www.ernteband.de,,10
0455,Erste Dampfbierbrauerei W. Pfeffer GmbH & Co. KG,Regener Straße 9,D-94227,Zwiesel,Deutschland,http://www.dampfbier.de,,10
0456,Erste Frankfurter Hausbrauerei 12 Apostel Ana Ribicic OHG,Rosenbergerstraße 1,D-60313,Frankfurt am Main,Deutschland,http://www.12apostel.net,,10
0457,Erste Markgräfler Winzergenossenschaft Schliengen-Müllheim e.G.,Am Sonnenstück 1,D-79418,Schliengen,Deutschland,http://www.sonnenstueck.de,,10
0458,Erste Oberländische Dampfbierbrauerei,Hirschberger Straße 1,D-07356,Bad Lobenstein,Deutschland,http://www.brauhaus-lobenstein.de,,10
0459,Erwin Dietz GmbH,Industriepark 2,D-74706,Osterburken,Deutschland,http://www.dietz-fruchtsaefte.de,,10
0460,Erzeugergemeinschaft Goldenes Rheinhessen w.V.,Mainzer Landstraße 21,D-55237,Bornheim,Deutschland,http://www.goldenes-rheinhessen.de,,10
0461,Erzquell Brauerei Bielstein Haas & Co. KG,Bielsteiner Straße 108,D-51674,Wiehl-Bielstein,Deutschland,http://www.erzquell.de,,10
0462,Eschenbacher Privatbrauerei GmbH,Eltmanner Straße 12,D-97483,Eltmann,Deutschland,http://www.eschenbacher.de,,10
0463,Eschweger Klosterbrauerei GmbH,Thüringer Straße 19,D-37269,Eschwege,Deutschland,http://www.eschweger-klosterbrauerei.de,,10
0464,Ettaler Klosterbetriebe GmbH,Kaiser-Ludwig-Platz 1,D-82488,Ettal,Deutschland,http://www.klosterbrauerei-ettal.de,,10
0465,EUCO GmbH,New-York-Ring 6,D-22297,Hamburg,Deutschland,,,10
0466,EURO-ASIEN- Brauereien Holding GmbH,Bayerstraße 15,D-80335,München,Deutschland,http://www.oyex.de,,10
0467,EXTERNSTEIN QUELLE Getränke GmbH,Holbeinweg 25,D-32760,Detmold,Deutschland,,,10
0468,Fachingen Heil- und Mineralbrunnen GmbH,Brunnenstraße 11,D-65626,Birlenbach OT Fachingen,Deutschland,http://www.fachingen.de,,10
0469,Familienbrauerei Bauhöfer GmbH & Co. KG,Ullenburgstraße 14,D-77871,Renchen-Ulm,Deutschland,http://www.ulmer-bier.de,,10
0470,Familienbrauerei Ernst Bauer KG,Täubchenweg 5-7,D-04103,Leipzig,Deutschland,http://www.bauer-bier.de,,10
0471,Familienbrauerei Georg Meinel GmbH,Alte Plauener Straße 24,D-95028,Hof (Saale),Deutschland,http://www.meinel-braeu.de,,10
0472,Familienbrauerei Jacob oHG,Ludwigsheide 2,D-92439,Bodenwöhr,Deutschland,http://www.brauerei-jacob.de,,10
0473,Familienbrauerei M. Ketterer GmbH & Co. KG,Frombachstraße 27,D-78132,Hornberg,Deutschland,http://www.kettererbier.de,,10
0474,Fassbier 24,Horstring 12,D-76829,Landau in der Pfalz,Deutschland,http://www.fassbier24.com,,10
0475,Faxe Getränke-Vertrieb GmbH,Wöhlerstraße 8a,D-22113,Hamburg,Deutschland,,,10
0476,Fein-Brennerei Thomas Prinz GmbH,Ziegelbachstraße 7,D-06912,Hörbranz,Deutschland,http://www.prinz.cc,,10
0477,Feinbrennerei W.Northoff,Hultroper Dorfstraße 21,D-59510,Lippetal-Hultrop,Deutschland,http://www.feinbrennerei-northoff.de,,10
0478,Feist Belmont´sche Sektkellerei GmbH,Niederkircher Straße 27,D-54294,Trier,Deutschland,,,10
0479,Feldschlößchen Aktiengesellschaft,Cunnersdorfer Straße 25,D-01189,Dresden,Deutschland,http://www.feldschloesschen.de,,10
0480,Feldschlösschen Brauerei GmbH,Brauereistraße 2,D-46499,Hamminkeln,Deutschland,http://www.feldschloesschen-brauerei.de,,10
0481,Felix Rauter GmbH & Co. KG,Brunnenstraße 15-23,D-45128,Essen,Deutschland,http://www.rauter.de,,10
0482,Fellbacher Weingärtner eG,Kappelbergstraße 48,D-70734,Fellbach,Deutschland,http://www.fellbacher-weine.de,,10
0483,Ferienweingut Marco Burg,Bergstraße 27 a,D-56861,Reil,Deutschland,http://www.hausburgblick.de,,10
0484,Fidel Dreher GmbH,Industriestraße 28,D-78333,Stockach,Deutschland,http://www.dreher-stockach.de,,10
0485,Firma Andreas Sinner Obstwein-und Süßmostkelterei; Weinhandlung e.K.,Radolfzellerstraße 1,D-78351,Bodman-Ludwigshafen,Deutschland,http://www.sinner-fruchtsaft.de,,10
0486,Firma Norbert Rabe GmbH & Co. KG,Von-Galen-Straße 36,D-59063,Hamm,Deutschland,http://www.getraenke-rabe-nrw.de,,10
0487,Fischer's Stiftungsbräu Zweigniederlassung der Privatbrauerei Erdinger Weißbräu Werner Brombach GmbH,Daimlerstraße 5,D-85435,Erding,Deutschland,http://www.stiftungsbraeu.de,,10
0488,Fischers Brauhaus GmbH & Co. KG,Auf der Lehr 30,D-72116,Mössingen,Deutschland,http://www.fischers-frisches.de,,10
0489,Fläming Quellen GmbH & Co. KG,Mehlbeerenweg 2,D-14827,Wiesenburg/Mark,Deutschland,http://www.prinzenburger.com,,10
0490,Fläminger Spirituosen GmbH,Köpnicker Straße 1,D-06895,Zahna-Elster,Deutschland,http://www.flaeminger.de,,10
0491,Flensburger Brauerei- Verwaltungsgesellschaft mbH,Munketoft 12,D-24937,Flensburg,Deutschland,http://www.bio-bier.de,,10
0492,Flötzinger Brauerei Franz Steegmüller GmbH & Co. KG,Herzog-Heinrich-Straße 7,D-83022,Rosenheim,Deutschland,http://www.floetzinger.de,,10
0493,Flying Bird - Drinks & More,Eckdrift 107,D-19061,Schwerin,Deutschland,http://www.fertigcocktail24.de,,10
0494,FMS-Getränke,Harpe 1,D-29465,Schnega,Deutschland,http://www.fms-hamburg.de,,10
0495,FOHR Brauerei GmbH & Co. KG,An der Brauerei,D-56235,Ransbach-Baumbach,Deutschland,http://www.brauerei-fohr.de/,,10
0496,Fontana Bodegas & Viñedos,Extramuros S/N,ES-16411,Fuente de Pedro Naharro; Cuenca,Spanien,http://www.bodegasfontana.com,,10
0497,Fontanis Mineralbrunnen GmbH,Gerhard-Rummler-Straße 1,D-74343,Sachsenheim,Deutschland,http://www.fontanis.de,,10
0498,Forstetal Quelle Getränke GmbH,Am Waldstadion 1,D-32805,Horn,Deutschland,http://www.forstetal.de,,10
0499,Förstina-Sprudel Mineral- und Heilquelle Ehrhardt & Sohn GmbH & Co.,Rhönstraße 48,D-36124,Eichenzell-Lütter,Deutschland,http://www.foerstina-sprudel.de,,10
0500,Frank Jehring e.K. Schwechower Obstbrennerei,Am Park 5,D-19230,Schwechow,Deutschland,http://www.schwechower.de,,10
0501,Franken Bräu Lorenz Bauer GmbH & Co. KG,Neundorf 41,D-96268,Mitwitz,Deutschland,http://www.frankenbraeu.de,,10
0502,Franken Brunnnen GmbH & Co. KG,Bamberger Straße 90,D-91413,Neustadt/Aisch,Deutschland,http://www.frankenbrunnen.de,,10
0503,Franken Brunnnen GmbH & Co. KG - Betrieb Bad Windsheim,Illesheimer Straße 15,D-91438,Bad Windsheim,Deutschland,http://www.residenzquelle.de/,,10
0504,Frankenwälder Brauhaus GmbH,Hofer Straße 21,D-95119,Naila,Deutschland,http://www.frankenwaelder-brauhaus.de,,10
0505,Frankfurter Brauhaus GmbH,Lebuser Chaussee 3,D-15234,Frankfurt (Oder),Deutschland,http://www.frankfurter-brauhaus.de,,10
0506,Franz Fies GmbH Schwarzwälder Edelobstbrennerei,Kastelbergstraße 2,D-77704,Oberkirch,Deutschland,http://www.fiesbrennerei.de,,10
0507,Franz Stettner & Sohn GmbH,Stettner Straße 9-13,D-83059,Kolbermoor,Deutschland,http://www.franzstettner.de,,10
0508,Franz Wilhelm Langguth Erben GmbH & Co. KG,Dr.-Ernst-Spies-Allee 2,D-56841,Traben-Trarbach,Deutschland,http://www.langguth.de,,10
0509,Fratelli Branca Distillerie,via Broletto 35,I-20121,Milano,Italien,http://www.brancadistillerie.com,,10
0510,Frdr. Jaster & Co. OHG,Hauptstraße 23,D-31028,Gronau/Leine,Deutschland,http://www.lockstedter.de,,10
0511,Frederic Robinsons Ltd,Lower Hillgate,GB-SK1 1JJ,Stockport; Cheshire,Vereintes Königreich,http://www.robinsonsbrewery.com,,10
0512,Freiberger Brauhaus GmbH,Am Fürstenwald 1,D-09599,Freiberg,Deutschland,http://www.freiberger-pils.de,,10
0513,Freixenet GmbH,Robert-Koch-Straße 50,D-55129,Mainz,Deutschland,http://www.freixenet.de,,10
0514,Freixenet; S.A.; Headquartered,C/ JOAN SALA 2,ES-8770,Dant Sadurní d'Anoia; Barcelona,Spanien,http://www.freixenet.com,,10
0515,Freyersbacher Schwarzwaldquellen GmbH & Co. KG,Renchtalstraße 31-33,D-77740,Bad Peterstal-Griesbach,Deutschland,http://www.freyersbacher.de,,10
0516,Frhr. v. Poschinger-Bray´sche Schlossbrauerei Irlbach GmbH,Graf-von-Bray-Straße 14,D-94342,Irlbach,Deutschland,http://www.irlbacher.de,,10
0517,Friedrich Kiefer KG Privatkellerei - Weingut,Bötzinger Straße 13,D-79356,Eichstetten,Deutschland,http://www.weingutkiefer.de,,10
0518,Friedrich Lütvogt GmbH & Co. KG Mineralbrunnenbetrieb Auburg-Quelle,Hauptstraße 84,D-49419,Wagenfeld,Deutschland,http://www.auburg.de,,10
0519,Friedrich Schwarze GmbH & Co. KG,Paulsburg 1-3,D-59302,Oelde,Deutschland,http://www.schwarze-schlichte.de,,10
0520,Friesisches Brauhaus zu Jever GmbH & Co. KG,Elisabethufer 18,D-26441,Jever,Deutschland,http://www.jever.de,,10
0521,fritz-kulturgüter GmbH,Spaldingstraße 64-68,D-20097,Hamburg,Deutschland,http://www.fritz-kola.de,,10
0522,Fruchtsaft Bayer GmbH & Co. KG,Grabenäckerstraße 1,D-71254,Ditzingen,Deutschland,http://www.fruchtsaft-bayer.de,,10
0523,Fruchtsaftkelterei Daniel Stiefel e.K,Hübscher 2,D-88213,Ravensburg,Deutschland,http://www.stiefel-fruchtsaft.com,,10
0524,Fruchtsaftkelterei Karl Schütz GmbH,Weinbergstraße 9,D-74395,Mundelsheim,Deutschland,http://www.schuetz-fruchtsaft.de,,10
0525,Fruchtsaftkelterei Zimmer GmbH,Im Großfeld 2,D-77866,Rheinau,Deutschland,http://www.zimmer-fruchtsaft.de,,10
0526,FSP Frischsaft FRISCHE Produktions GmbH,Ruckes 90,D-41238,Mönchengladbach,Deutschland,http://www.frische.com,,10
0527,Fuerstlich Fuerstenbergische Brauerei,Postplatz 1-4,D-78166,Donaueschingen,Deutschland,http://www.fuerstenberg.de,,10
0528,Fürst Bismarck-Quelle Blaue Quellenu. Heilbrunnen AG,Schönningstedter Straße,D-21521,Aumühle,Deutschland,http://www.fuerstbismarckquelle.de,,10
0529,Fürst von Metternich Sektkellerei GmbH,Biebricher Allee 142,D-65187,Wiesbaden,Deutschland,http://www.fuerst-von-metternich.de,,10
0530,Fürst von Wrede GmbH & Co. Unternehmens KG Schlossbrauerei Ellingen,Schloss-Straße 10,D-91792,Ellingen,Deutschland,http://www.fuerst-carl.de,,10
0531,Fürst Wallerstein Brauhaus GmbH,Berg 78,D-86757,Wallerstein,Deutschland,http://www.fuerstwallerstein-brauhaus.de,,10
0532,Fürstenquellen Bad Imnau GmbH,Badstraße 30,D-72401,Haigerloch,Deutschland,http://www.fuerstenquellen.de,,10
0533,Fürstlich Bissinger Auerquelle W. Hörhammer GmbH & Co. KG,Auerweg 1,D-86657,Bissingen,Deutschland,http://www.auerquelle.de,,10
0534,Fürstlich Fürstenbergische Brauerei GmbH & Co. KG,Postplatz 1-4,D-78166,Donaueschingen,Deutschland,http://www.fuerstenberg.de,,10
0535,Fürstlich von Bismarck'sche Brennerei GmbH,Am Schloßteich 9,D-21521,Friedrichsruh bei Hamburg,Deutschland,http://www.fuerstbismarck-kornbrand.de,,10
0536,Fürstliche Brauerei Schloß Wächtersbach Vertriebs GmbH,Schloßstraße 8,D-63607,Wächtersbach,Deutschland,,,10
0537,Fürstliche Brauerei Thurn und Taxis Vertriebsgesellschaft mbH,Am Kreuzhof 5,D-93055,Regensburg,Deutschland,http://www.thurnundtaxisbiere.de,,10
0538,FZ Getränke GmbH,An der Leiten 4,D-87672,Roßhaupten,Deutschland,http://www.fz-getraenke.de,,10
0539,G. Schlink GmbH Weinhandlung,Neufelder Weg 67,D-55543,Bad Kreuznach,Deutschland,,,10
0540,G. Schneider & Sohn GmbH,Emil-Ott-Straße 1-5,D-93309,Kelheim,Deutschland,http://www.schneider-weisse.des,,10
0541,Gabriel Boudier Dijon,14 rue de Cluj,F-21074,Dijon,Frankreich,http://www.boudier.com,,10
0542,Gambrinus-Brauerei GmbH,Keplerstraße 15-23,D-92637,Weiden in der Oberpfalz,Deutschland,http://www.gambrinus-weiden.de,,10
0543,Gampertbräu Gebr. Gampert GmbH & Co. KG,Braustraße 2-4,D-96369,Weißenbrunn,Deutschland,http://www.gampertbraeu.de,,10
0544,Gansbrauerei GmbH & Co. KG,Ringstraße 4,D-92318,Neumarkt,Deutschland,http://www.gansbrauerei.de,,10
0545,Gasthaus Brauerei Wismar GmbH,Kleine Hohe Straße 15,D-23966,Wismar,Deutschland,http://www.brauhaus-wismar.de,,10
0546,Gasthaus-Brauerei Hufeisen,Hauptstraße 36-38 + 38,D-91278,Pottenstein (Oberfranken),Deutschland,http://www.hufeisen-braeu.de,,10
0547,Gasthaus-Brauerei Vetter,Steingasse 9,D-69117,Heidelberg,Deutschland,http://www.brauhaus-vetter.de,,10
0548,Gasthausbrauerei `Meierei im neuen Garten` GmbH,Im Neuen Garten 10,D-14469,Potsdam,Deutschland,http://www.meierei-potsdam.de,,10
0549,Gasthausbrauerei Felsenkeller,Humboldtstraße 37,D-99425,Weimar,Deutschland,http://www.felsenkeller-weimar.de,,10
0550,Gasthausbrauerei Umstädter Brauhaus,Zimmerstraße 28,D-64823,Groß-Umstadt,Deutschland,http://www.unstaedter-brauhaus.de,,10
0551,Gasthausbrauerei Wismar GmbH,Kleine Hohe Straße 15,D-23966,Wismar,Deutschland,http://www.brauhaus-wismar.de,,10
0552,Gasthof und Brauerei Scheubel,Kirchplatz 12,D-96132,Schlüsselfeld,Deutschland,http://www.brauerei-scheubel.de,,10
0553,GB Gastronomie Beteiligungs GmbH,Am Feldrain 1,D-18437,Stralsund,Deutschland,,,10
0554,gdp Global Drinks Partnership GmbH,Marienstraße 17,D-80331,München,Deutschland,http://www.global-drinks-partnership.de,,10
0555,Gebr. Bertrams GmbH & Co. KG,Anhovener Straße 22 - 26,D-41844,Wegberg/Rath-Anhoven,Deutschland,http://www.bertrams-juice.de,,10
0556,Gebr. Both GmbH,Feldstraße 203,D-47574,Goch,Deutschland,http://www.hasebrink.de,,10
0557,Gebr. Kaiser Brauerei Kaiserhof GmbH & Co. KG,Friesener Straße 1,D-96317,Kronach,Deutschland,http://www.kaiserhofbraeu.de,,10
0558,Gebr. Müller Müllerbräu GmbH & Co. KG,Hauptplatz 36,D-85276,Pfaffenhofen,Deutschland,http://www.muellerbraeu.com,,10
0559,Gebr. Sünner GmbH & Co. KG Brauerei und Brennerei,Kalker Hauptstraße 260,D-51103,Köln,Deutschland,http://www.suenner.de,,10
0560,Gebr. Westhoff GmbH & Co. KG,Emil-Sommer-Straße 8,D-28329,Bremen,Deutschland,http://www.westhoff.de,,10
0561,Gebr.Bertrams GmbH & Co. KG Säfte,Anhovener Straße 22 - 26,D-41844,Wegberg,Deutschland,http://www.bertrams-juice.de,,10
0562,Gedig Getränkefachgroßhändler,Zettachring 8 A,D-70567,Stuttgart,Deutschland,http://www.gedig.dehome.de.html,,10
0563,Gefa Nürnberger Likörfabrik Bacchus-Kellerei GmbH,Feldgasse 37-41,D-90489,Nürnberg,Deutschland,http://www.gluehwein.net,,10
0564,Gefako GmbH & Co.,Schäferhauserstraße 2,D-73240,Wendlingen,Deutschland,http://www.gefako.de,,10
0565,Geflügelhof Jürgen Heitmann,Heitmannsweg 1,D-33442,Herzebrock-Clarholz,Deutschland,http://www.heitmanns-eierlikoer.de,,10
0566,Gehring-Bunte Getränke Industrie GmbH & Co. KG,Gottlieb-Daimler-Straße 26,D-33334,Gütersloh,Deutschland,http://www.christinen-brunnen.de,,10
0567,Gekopa GmbH & Co. KG Getränke Kooperations Partner,Butenlandwehr 52,D-59368,Werne,Deutschland,http://www.gekopa.de,,10
0568,Geldermann Privatsektkellerei GmbH,Am Schlossberg 1,D-79206,Breisach am Rhein,Deutschland,http://www.geldermann.de,,10
0569,Gemünder Brauerei GmbH & Co.,Kölner Straße 69,D-53937,Schleiden-Gemünd,Deutschland,http://www.gemuender-brauerei.de,,10
0570,Gemüsesaft GmbH,Obere Mäurichstraße 4,D-74196,Neuenstadt am Kocher,Deutschland,http://www.gemuesesaft.de,,10
0571,Genossenschaftskellerei Heilbronn-Erlenbach-Weinsberg eG,Binswanger Straße 150,D-74076,Heilbronn,Deutschland,http://www.wg-heilbronn.de,,10
0572,Georg Hemmeter GmbH,Justus-von-Liebig-Straße 2,D-85435,Erding,Deutschland,http://www.xuxu.de,,10
0573,Gepard Getränke Partnerdienst GmbH,Im Schleeke 115-116,D-38640,Goslar,Deutschland,,,10
0574,Gerald Zumbach Fruchtsäfte,Im Eiselbrunnen 3,D-76703,Kraichtal,Deutschland,http://www.zumbach-fruchtsaft.de,,10
0575,Germania Brauerei GmbH,Meierottostraße8-9,D-10719,Berlin,Deutschland,http://www.schlossbrauerei-fuerstlich-drehna.de,,10
0576,Gerolsteiner Brunnen GmbH & Co. KG,Vulkanring,D-54567,Gerolstein,Deutschland,http://www.gerolsteiner.de,,10
0577,Gerstacker Weinkellerei & Likörfabrik GmbH,Mainstraße 9,D-90451,Nürnberg,Deutschland,http://www.gerstacker-weinkellerei.de,,10
0578,Gesellschaft f. Erfrischungsgetränke GmbH,Seltersweg,D-35792,Löhnberg,Deutschland,,,10
0579,Gesundbrunnen Bad Rilchingen GmbH & Co. KG,Von-der-Leyen-Straße 7,D-66271,Kleinblittersdorf,Deutschland,http://www.rilchinger.de,,10
0580,Getränke Ahlers GmbH,Industriestraße 15,D-28832,Achim,Deutschland,http://www.ahlersgetraenke.de,,10
0581,Getränke Geins GmbH & Co. KG,Gutenbergstraße 7,D-94036,Passau,Deutschland,http://www.getraenke-geins.de,,10
0582,Getränke Herbert GmbH & Co. KG,Im Strittchen 4,D-36399,Weidenau,Deutschland,http://www.getraenke-herbert.de,,10
0583,Getränke Kelemidis GmbH und Co. KG,Mettinger Straße 22,D-70327,Stuttgart,Deutschland,http://www.kelemidis.de,,10
0584,Getränke Rieder GmbH,Schwarzer Helm 5,D-93086,Wörth/Donau,Deutschland,http://www.rieder-getraenke.de,,10
0585,Getränke Schöttl,Starkertshofen 18,D-85084,Reichertshofen,Deutschland,http://www.schoettl.wir-liefern-getraenke.de,,10
0586,Getränke Waldhoff GmbH & Co. KG,Lütmarser Straße 102,D-37671,Höxter,Deutschland,http://www.waldhoff.de,,10
0587,Getränke Wimmer,Dunsernstraße 1,D-83562,Hart; Rechtmehring,Deutschland,http://www.getraenke-wimmer.de,,10
0588,Getränke-Handels-Cooperation e.G.,Poll-Vingster-Straße 140-148,D-51105,Köln,Deutschland,,,10
0589,Getränkehaus Plöchl GmbH & Co. KG,Klingenbrunner Straße 13 a,D-94261,Kirchdorf i. Wald,Deutschland,http://www.ploechl.de,,10
0590,Getränkeland LOMA GmbH,Nordergeest; 5,D-25826,St. Peter-Ording,Deutschland,http://www.spo-aquavit.de,,10
0591,Getränkevertrieb Ludwig Haueisen GmbH,Bonländer Hauptstraße 50,D-70794,Filderstadt,Deutschland,http://www.getraenke-haueisen.de,,10
0592,GHG Getränkehandels-GmbH,Bodenbacher Straße 30,D-01277,Dresden,Deutschland,http://www.ghg-web.de,,10
0593,GHL Noris Getränke GmbH,Bamberger Straße 90,D-91413,Neustadt/Aisch,Deutschland,http://www.ghl-noris.de,,10
0594,Giacobazzi A. e Figli Srl,Viale Carlo Sigonio 50,I-41124,Modena (MO),Italien,http://www.giacobazzivini.it,,10
